ID,CompanyID,Code,Name,BhDate,CgDate,InstallDate,KindID,Szwz,AreaID,Remark,HasDishPull,HasSysDefine,HasDefault,HasUse,HasStop,Stoper,StopDate,StopMemo,HasCheck,Checker,CheckTime,Writer,WriteTime,Modifier,ModifyTime,Area,MachineNo,DeptID,WaterLow,WaterHigh,FactorySpeed,dyeMachineKGClass,UrnType
395951,4,J404,N/A,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,1010,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,131825,2011-12-02 11:44:41.000,140100,2012-09-27 14:43:27.000,NULL,J404,193,NULL,NULL,NULL,NULL,NULL
395955,4,J405,N/A,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,1010,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,131825,2011-12-02 11:45:45.000,140100,2012-09-27 14:43:43.000,NULL,J405,193,NULL,NULL,NULL,NULL,NULL
395956,4,J406,N/A,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,1010,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,131825,2011-12-02 11:46:15.000,140100,2012-09-27 14:44:14.000,NULL,J406,193,NULL,NULL,NULL,NULL,NULL
401367,4,J302,N/A,2012-02-15 00:00:00.000,2012-02-15 00:00:00.000,2012-02-15 00:00:00.000,1010,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2012-09-27 14:42:59.000,140100,2012-02-15 09:52:03.000,140100,2012-09-27 14:42:59.000,NULL,J302,193,NULL,NULL,NULL,NULL,NULL
401382,4,J098,ML46,2012-02-15 00:00:00.000,2012-02-15 00:00:00.000,2012-02-15 00:00:00.000,1009019,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,140100,2012-02-15 10:25:16.000,171285,2018-08-15 16:51:39.000,德国,98,193,NULL,NULL,900.0000,NULL,NULL
401385,4,J099,ML46,2013-01-03 00:00:00.000,2012-11-15 00:00:00.000,2012-12-01 00:00:00.000,1009020,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,168347,2016-03-21 11:37:13.000,140100,2012-02-15 10:26:14.000,168347,2016-03-21 11:37:13.000,中国迈耶,99,193,NULL,NULL,900.0000,NULL,NULL
401402,4,J100,ML46,2013-01-03 00:00:00.000,2012-11-15 00:00:00.000,2013-01-03 00:00:00.000,1009020,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,168347,2016-03-21 11:37:25.000,140100,2012-02-15 10:33:25.000,168347,2016-03-21 11:37:25.000,中国,100,193,NULL,NULL,900.0000,NULL,NULL
401409,4,J101,ML46,2013-01-07 00:00:00.000,2012-11-15 00:00:00.000,2013-01-31 00:00:00.000,1009020,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,168347,2016-03-21 11:37:35.000,140100,2012-02-15 10:36:23.000,168347,2016-03-21 11:37:35.000,中国,101,193,NULL,NULL,900.0000,NULL,NULL
413765,4,FH001,FHMR41,2012-05-21 00:00:00.000,2012-05-21 00:00:00.000,2012-05-21 00:00:00.000,1009018,NULL,216,NULL,NULL,0,0,0,1,277493,NULL,不再使用,1,140100,2012-05-21 17:33:21.000,140100,2012-05-21 17:32:24.000,140100,2012-05-21 17:33:21.000,NULL,FH001,20965,NULL,NULL,NULL,NULL,NULL
413766,4,FH002,FHMR41,2012-05-21 00:00:00.000,2012-05-21 00:00:00.000,2012-05-21 00:00:00.000,1009018,NULL,216,NULL,NULL,0,0,0,1,277493,NULL,不再使用,1,140100,2012-05-21 17:38:53.000,140100,2012-05-21 17:34:39.000,140100,2012-05-21 17:38:53.000,NULL,FH001,20965,NULL,NULL,NULL,NULL,NULL
430259,4,J102,ML41,2012-09-27 00:00:00.000,2012-09-27 00:00:00.000,2012-09-15 00:00:00.000,1009020,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,140100,2012-09-27 14:39:06.000,171285,2018-08-15 16:52:00.000,NULL,102,193,NULL,NULL,800.0000,NULL,NULL
454383,4,JX01,SMA剪线机,2013-03-07 00:00:00.000,2013-01-20 00:00:00.000,2013-01-28 00:00:00.000,1013001,NULL,454397,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,174561,2013-03-07 13:55:07.000,174561,2013-03-07 11:29:34.000,174561,2013-03-07 14:04:21.000,山东潍坊,JX01,184,NULL,NULL,NULL,NULL,NULL
454384,4,JX02,SMA挑线机,2013-03-07 00:00:00.000,2013-01-20 00:00:00.000,2013-01-28 00:00:00.000,1013002,NULL,454397,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,174561,2013-03-07 13:55:39.000,174561,2013-03-07 11:36:24.000,174561,2013-03-07 14:05:45.000,山东潍坊,JX02,NULL,NULL,NULL,NULL,NULL,NULL
462876,4,J105,LRJ83/1B,2013-04-26 00:00:00.000,2012-09-06 00:00:00.000,2013-04-26 00:00:00.000,1009022,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-05-27 10:00:31.000,140100,2013-04-26 17:28:11.000,140100,2013-05-27 10:00:31.000,NULL,105,193,NULL,NULL,500.0000,NULL,NULL
462899,4,J106,LRJ83/1F,2013-04-26 00:00:00.000,2012-09-06 00:00:00.000,2013-04-26 00:00:00.000,1009021,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-05-27 10:00:07.000,140100,2013-04-26 17:59:22.000,140100,2013-05-27 10:00:07.000,NULL,106,193,NULL,NULL,500.0000,NULL,NULL
467559,4,J107,LRT71/1/36,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009024,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-05-27 10:02:26.000,140100,2013-05-27 09:56:17.000,140100,2013-05-27 10:02:26.000,德国,107,193,NULL,NULL,500.0000,NULL,NULL
467561,4,J108,LRT71/1/36-28E,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009023,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,140100,2013-05-27 10:03:13.000,171285,2018-08-15 16:54:44.000,德国,108,193,NULL,NULL,500.0000,NULL,NULL
467575,4,A001,MRES33,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009003,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,1,140100,2013-05-27 13:58:44.000,140100,2013-05-27 13:55:52.000,140100,2013-05-27 13:58:44.000,德国,A001,194,NULL,NULL,375.0000,NULL,NULL
467576,4,B001,MRES41,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009004,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,1,140100,2013-05-27 14:00:58.000,140100,2013-05-27 13:58:58.000,140100,2013-05-27 14:00:58.000,NULL,B001,194,NULL,NULL,375.0000,NULL,NULL
467577,4,C001,MRESF31/16,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009005,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,0,,NULL,140100,2013-05-27 14:01:21.000,158455,2013-05-31 09:36:17.000,德国,C001,194,NULL,NULL,250.0000,NULL,NULL
467578,4,D001,MRPJ43/1,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009007,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,1,140100,2013-05-27 14:04:16.000,140100,2013-05-27 14:03:08.000,140100,2013-05-27 14:04:16.000,德国,D001,194,NULL,NULL,360.0000,NULL,NULL
467580,4,F001,MRPJF59/1/24,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009008,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,0,,NULL,140100,2013-05-27 14:04:32.000,140100,2013-07-29 12:04:40.000,德国,F001,194,NULL,NULL,NULL,NULL,NULL
467583,4,E001,TL31/1/24,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,2013-05-27 00:00:00.000,1009009,NULL,269383,NULL,NULL,0,0,0,1,277493,NULL,不再使用,0,,NULL,140100,2013-05-27 14:05:52.000,140100,2013-05-27 14:10:21.000,德国,E001,194,NULL,NULL,NULL,NULL,NULL
468452,4,J104,LRT71/1/36,2013-08-19 00:00:00.000,2013-06-01 00:00:00.000,2013-08-19 00:00:00.000,1009024,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-08-19 17:56:01.000,140100,2013-06-01 14:16:56.000,140100,2013-08-19 17:56:01.000,德国,104,193,NULL,NULL,500.0000,NULL,NULL
472121,4,A0014,HDSM-130,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,1004002,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,11145,2013-06-25 10:16:46.000,11145,2013-06-25 10:15:48.000,11145,2013-06-25 10:16:46.000,NULL,A0014,20944,NULL,NULL,NULL,NULL,NULL
472122,4,A0015,HDSM-130,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,1004002,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,11145,2013-06-25 10:17:11.000,11145,2013-06-25 10:16:48.000,11145,2013-06-25 10:17:11.000,NULL,A0015,20944,NULL,NULL,NULL,NULL,NULL
472123,4,A0016,HDSM-130,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,1004002,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,11145,2013-06-25 10:17:46.000,11145,2013-06-25 10:17:12.000,11145,2013-06-25 10:17:46.000,NULL,A0016,20944,NULL,NULL,NULL,NULL,NULL
472124,4,A0017,HDSM-130,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,1004002,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,11145,2013-06-25 10:18:17.000,11145,2013-06-25 10:17:50.000,11145,2013-06-25 10:18:17.000,NULL,A0017,20944,NULL,NULL,NULL,NULL,NULL
472648,4,J109,LRJ83/1F,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,1009021,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-06-28 16:49:54.000,140100,2013-06-28 16:48:26.000,140100,2013-06-28 16:49:54.000,德国,109,193,NULL,NULL,500.0000,NULL,NULL
472657,4,J110,LRJ65/1B,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,1009025,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,108468,2016-04-15 15:34:16.000,140100,2013-06-28 16:52:43.000,108468,2016-04-15 15:34:16.000,德国,110,193,NULL,NULL,800.0000,NULL,NULL
472667,4,J111,LRJ65/1B,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,1009025,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,108468,2016-04-15 15:34:42.000,140100,2013-06-28 17:18:05.000,108468,2016-04-15 15:34:42.000,德国,111,193,NULL,NULL,800.0000,NULL,NULL
472670,4,J112,LRJ65/1B,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,2013-06-28 00:00:00.000,1009025,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,,NULL,140100,2013-06-28 17:19:05.000,108468,2016-04-15 15:34:56.000,德国,112,193,NULL,NULL,800.0000,NULL,NULL
477960,4,J113,LRT71/1/36,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,1009023,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-07-29 12:06:13.000,140100,2013-07-29 11:50:20.000,140100,2013-07-29 12:06:13.000,NULL,113,193,NULL,NULL,500.0000,NULL,NULL
477982,4,J114,LRT 71/1/36,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,1009024,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-07-29 12:06:04.000,140100,2013-07-29 11:58:08.000,140100,2013-07-29 12:06:04.000,NULL,114,193,NULL,NULL,500.0000,NULL,NULL
477983,4,J115,LRJ83/1F,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000,1009021,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-07-29 12:05:52.000,140100,2013-07-29 12:00:32.000,140100,2013-07-29 12:05:52.000,NULL,115,193,NULL,NULL,500.0000,NULL,NULL
481886,4,J116,LRJ83/1F,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,1009021,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-08-19 17:52:55.000,140100,2013-08-19 17:51:50.000,140100,2013-08-19 17:52:55.000,德国,116,193,NULL,NULL,500.0000,NULL,NULL
481891,4,J117,LRJ83/1B,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,1009022,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-08-19 17:54:15.000,140100,2013-08-19 17:53:25.000,140100,2013-08-19 17:54:15.000,德国,117,193,NULL,NULL,500.0000,NULL,NULL
481896,4,J118,LRT71/1/36,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,1009024,NULL,269384,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140100,2013-08-19 17:54:58.000,140100,2013-08-19 17:54:27.000,140100,2013-08-19 17:54:58.000,德国,118,193,NULL,NULL,500.0000,NULL,NULL
506525,4,B0004,GE118,2014-01-23 00:00:00.000,2013-06-01 00:00:00.000,2013-12-25 00:00:00.000,1004001,经编公司新车间二楼,454397,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140514,2014-01-23 09:56:22.000,140514,2014-01-23 09:47:49.000,140514,2014-01-23 09:56:22.000,江苏省常州市第八纺织机械有限公司,B0004,20944,NULL,NULL,NULL,NULL,NULL
506896,4,NX0001,ZR2005A,2014-02-09 00:00:00.000,2013-03-01 00:00:00.000,2013-03-15 00:00:00.000,1004003,,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140514,2014-05-13 11:04:32.000,140514,2014-02-09 09:47:58.000,140514,2014-05-13 11:04:32.000,杭州市长翼纺织机械有限公司,NX0001,20944,NULL,NULL,NULL,NULL,NULL
506898,4,NX0002,ZR2005A,2014-02-09 00:00:00.000,2013-03-01 00:00:00.000,2013-03-15 00:00:00.000,1004003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140514,2014-05-13 11:04:01.000,140514,2014-02-09 09:54:22.000,140514,2014-05-13 11:04:01.000,杭州市长翼纺织机械有限公司,NX0002,20944,NULL,NULL,NULL,NULL,NULL
506899,4,LS0001,ZR2002,2014-02-09 00:00:00.000,2013-03-01 00:00:00.000,2013-03-15 00:00:00.000,1004003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140514,2014-05-13 11:05:09.000,140514,2014-02-09 09:57:24.000,140514,2014-05-13 11:05:09.000,杭州市长翼纺织机械有限公司,LS0001,20944,NULL,NULL,NULL,NULL,NULL
506963,4,LT0001,ZR2006,2014-02-09 00:00:00.000,2013-03-01 00:00:00.000,2013-03-15 00:00:00.000,1004003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,140514,2014-05-13 11:05:42.000,140514,2014-02-09 15:23:19.000,140514,2014-05-13 11:05:42.000,杭州市长翼纺织机械有限公司,LT0001,20944,NULL,NULL,NULL,NULL,NULL
508267,4,A21,1#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001014,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:33:26.000,108468,2014-02-16 17:41:46.000,277493,2018-06-04 16:33:26.000,NULL,DP001,NULL,200.00,400.00,NULL,3,1
508269,4,A20,2#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001014,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:33:36.000,108468,2014-02-16 17:42:19.000,277493,2018-06-04 16:33:36.000,NULL,DP002,NULL,200.00,400.00,NULL,3,1
508270,4,A19,3#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001014,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:34:03.000,108468,2014-02-16 17:42:37.000,277493,2018-06-04 16:34:03.000,NULL,DP003,NULL,200.00,400.00,NULL,3,1
508271,4,A18,4#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001013,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:31:53.000,108468,2014-02-16 17:42:52.000,277493,2018-06-04 16:31:53.000,NULL,DP004,NULL,100.00,250.00,NULL,2,1
508272,4,A17,5#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001013,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:32:02.000,108468,2014-02-16 17:43:20.000,277493,2018-06-04 16:32:02.000,NULL,DP005,NULL,100.00,250.00,NULL,2,1
508273,4,A16,6#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001013,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:32:19.000,108468,2014-02-16 17:43:36.000,277493,2018-06-04 16:32:19.000,NULL,DP006,NULL,100.00,250.00,NULL,2,1
508274,4,B09,33#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:58:20.000,108468,2014-02-16 17:44:13.000,277493,2018-06-04 16:58:20.000,NULL,DP033,NULL,3000.00,4000.00,NULL,8,1
508275,4,B10,34#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:55:18.000,108468,2014-02-16 17:44:38.000,277493,2018-06-04 16:55:18.000,NULL,DP034,NULL,1250.00,2500.00,NULL,7,1
508280,4,B11,35#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:58:29.000,108468,2014-02-16 17:48:33.000,277493,2018-06-04 16:58:29.000,NULL,DP035,NULL,3000.00,4000.00,NULL,8,1
508281,4,B12,36#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:55:27.000,108468,2014-02-16 17:48:53.000,277493,2018-06-04 16:55:27.000,NULL,DP036,NULL,1250.00,2500.00,NULL,7,1
508282,4,B13,37#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:55:38.000,108468,2014-02-16 17:49:29.000,277493,2018-06-04 16:55:38.000,NULL,DP037,NULL,1250.00,2500.00,NULL,7,1
508283,4,B14,38#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:58:37.000,108468,2014-02-16 17:49:47.000,277493,2018-06-04 16:58:37.000,NULL,DP038,NULL,3000.00,4000.00,NULL,8,1
508284,4,B15,39#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:55:49.000,108468,2014-02-16 17:50:17.000,277493,2018-06-04 16:55:49.000,NULL,DP039,NULL,1250.00,2500.00,NULL,7,1
508285,4,B16,40#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:58:47.000,108468,2014-02-16 17:50:53.000,277493,2018-06-04 16:58:47.000,NULL,DP040,NULL,3000.00,4000.00,NULL,8,1
508286,4,C01,41#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001015,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:53:40.000,108468,2014-02-16 17:51:14.000,277493,2018-06-04 16:53:40.000,NULL,DP041,NULL,600.00,1500.00,NULL,6,1
508287,4,C02,42#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001015,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:54:24.000,108468,2014-02-16 17:51:42.000,277493,2018-06-04 16:54:24.000,NULL,DP042,NULL,600.00,1500.00,NULL,6,1
508288,4,C04,44#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:36:37.000,108468,2014-02-16 17:51:56.000,277493,2018-06-04 16:36:37.000,NULL,DP044,NULL,500.00,1000.00,NULL,5,1
508290,4,C05,45#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:37:02.000,108468,2014-02-16 17:53:46.000,277493,2018-06-04 16:37:02.000,NULL,DP045,NULL,500.00,1000.00,NULL,5,1
508291,4,C06,46#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001015,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:54:37.000,108468,2014-02-16 17:54:06.000,277493,2018-06-04 16:54:37.000,NULL,DP046,NULL,600.00,1500.00,NULL,6,1
508292,4,C07,47#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001015,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:54:48.000,108468,2014-02-16 17:54:30.000,277493,2018-06-04 16:54:48.000,NULL,DP047,NULL,600.00,1500.00,NULL,6,1
508293,4,C08,48#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001015,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:54:57.000,108468,2014-02-16 17:54:44.000,277493,2018-06-04 16:54:57.000,NULL,DP048,NULL,600.00,1500.00,NULL,6,1
508294,4,C09,49#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:37:13.000,108468,2014-02-16 17:55:13.000,277493,2018-06-04 16:37:13.000,NULL,DP049,NULL,500.00,1000.00,NULL,5,1
508296,4,C10,50#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:37:30.000,108468,2014-02-16 17:56:05.000,277493,2018-06-04 16:37:30.000,NULL,DP050,NULL,500.00,1000.00,NULL,5,1
508297,4,C11,51#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:37:42.000,108468,2014-02-16 17:56:25.000,277493,2018-06-04 16:37:42.000,NULL,DP051,NULL,500.00,1000.00,NULL,5,1
508298,4,C12,52#漂染机,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,2014-02-16 00:00:00.000,1005001017,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:37:53.000,108468,2014-02-16 17:56:38.000,277493,2018-06-04 16:37:53.000,NULL,DP052,NULL,500.00,1000.00,NULL,5,1
508309,4,D03,67#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:56:14.000,108468,2014-02-17 08:27:39.000,277493,2018-06-04 16:56:14.000,NULL,DP067,NULL,1250.00,2500.00,NULL,7,1
508310,4,D04,68#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:56:24.000,108468,2014-02-17 08:28:00.000,277493,2018-06-04 16:56:24.000,NULL,DP068,NULL,1250.00,2500.00,NULL,7,1
508311,4,D05,69#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:56:33.000,108468,2014-02-17 08:28:26.000,277493,2018-06-04 16:56:33.000,NULL,DP069,NULL,1250.00,2500.00,NULL,7,1
508313,4,D06,70#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:56:42.000,108468,2014-02-17 08:28:50.000,277493,2018-06-04 16:56:42.000,NULL,DP070,NULL,1250.00,2500.00,NULL,7,1
508314,4,D07,71#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001003,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:58:56.000,108468,2014-02-17 08:29:10.000,277493,2018-06-04 16:58:56.000,NULL,DP071,NULL,3000.00,4000.00,NULL,8,1
508315,4,D08,72#漂染机,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,2014-02-17 00:00:00.000,1005001016,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-06-04 16:56:50.000,108468,2014-02-17 08:29:39.000,277493,2018-06-04 16:56:50.000,NULL,DP072,NULL,1250.00,2500.00,NULL,7,1
