ID,Levels,ParentID,CompanyID,Code,Name,Remark,IsMachineType,IsSpecs,speed,combCount,MachineWidth,factWidth,ALLPinCount,factPinCount,Power,HasSysDefine,HasDefault,HasUse,HasStop,Stoper,StopDate,StopMemo,HasCheck,Checker,CheckTime,Writer,WriteTime,Modifier,ModifyTime,RuleChildID,MachineKG,DayUrnCount,Coefficient,JBMachineType,ProgramID,DyeRate
1010,1,1,4,011,经编打样机,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,1,140100,2012-02-15 10:00:52.000,103612,2007-12-18 10:57:30.000,140100,2012-02-15 10:00:52.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011,1,1,4,001,定型机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2013-01-25 10:29:09.000,12488,2013-01-25 17:02:27.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011001,0,1011,4,D001,乘福1,NULL,0,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,12488,2013-01-25 16:57:13.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011002,0,1011,4,D002,乘福2,NULL,0,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,12488,2013-01-25 16:58:18.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011003,0,1011,4,D003,立信门富士,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,12488,2013-01-25 17:02:33.000,108468,2014-03-31 11:35:29.000,NULL,NULL,NULL,1.00,NULL,NULL,NULL
1012,1,1,4,002,脱水机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2013-01-25 10:30:01.000,108468,2013-01-25 16:54:36.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1012001,0,1012,4,T01,祝祥除油水洗机,NULL,0,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,12488,2013-01-25 16:46:11.000,108468,2013-01-25 16:56:24.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013,257,1,4,012,剪线设备,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,168347,2013-03-07 10:46:21.000,168347,2013-03-07 10:56:28.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013001,0,1013,4,01201,剪线机,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,168347,2013-03-07 10:56:30.000,168347,2013-03-07 11:24:25.000,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1013002,0,1013,4,01202,挑线机,NULL,0,1,10.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,168347,2013-03-07 10:56:39.000,168347,2013-03-07 11:24:37.000,NULL,1.00,1.00,11.00,NULL,NULL,NULL
1014,5289,1,4,013,络丝机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 14:58:05.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1014001,0,1014,4,013A,RZ2002,180-628M/Min,0,1,628.0000,1,1160.0000,1160.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:55:12.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1014002,0,1014,4,013B,KV2002,180-628m/min,0,1,5000.0000,1,1230.0000,1230.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:56:27.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1015,1282623753,1,4,014,复合捻线机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:00:20.000,108468,2014-04-25 15:01:53.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1015001,0,1015,4,014A,KV2005,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:57:56.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1015002,0,1015,4,014b,ZR2005A,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:58:52.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1016,1282623753,1,4,015,络筒机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:00:30.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1016001,0,1016,4,015A,ZR2006,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-04-25 15:59:26.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1016002,0,1016,4,015B,FH280*80,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-05-22 08:01:02.000,NULL,NULL,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1017,1,1,4,016,水洗机,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,1.0000,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-05-20 17:35:28.000,108468,2014-08-17 14:24:09.000,NULL,1.00,1.00,1.00,NULL,NULL,NULL
1018,1,1,4,017,并纱机,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-10-16 11:19:22.000,NULL,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL
1019,1,1,4,018,倍捻机,NULL,0,0,1.0000,1,1.0000,1.0000,1,1,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2014-10-16 11:20:08.000,108468,2015-08-13 17:22:02.000,NULL,NULL,NULL,1.00,NULL,NULL,NULL
1019001,0,1019,4,DX321F,DX321F,NULL,0,1,1.0000,1,1.0000,1.0000,1,1,NULL,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,108468,2015-08-13 17:24:03.000,NULL,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL
1020,1,1,4,020,订边机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 10:51:51.000,277493,2018-11-14 18:03:27.000,277493,2018-11-15 10:51:51.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1021,1,1,4,021,验布机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 10:51:50.000,277493,2018-11-14 18:03:53.000,277493,2018-11-15 10:51:50.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,1,1,4,022,自动送料机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 10:51:47.000,277493,2018-11-15 10:51:04.000,277493,2018-11-15 10:51:47.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1023,1,1,4,023,自动称料机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 10:51:53.000,277493,2018-11-15 10:51:21.000,277493,2018-11-15 10:51:53.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1024,1,1,4,024,自动化料机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 10:51:54.000,277493,2018-11-15 10:51:37.000,277493,2018-11-15 10:51:54.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025,1869768225,1,4,025,化验室设备,NULL,0,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:49.000,277493,2018-11-15 11:07:56.000,277493,2018-11-15 11:14:49.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025001,1967333493,1025,4,02501,染色打样机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:51.000,277493,2018-11-15 11:10:42.000,277493,2018-11-15 11:14:51.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025002,1967333493,1025,4,02502,小样定型机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:53.000,277493,2018-11-15 11:11:25.000,277493,2018-11-15 11:14:53.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025003,1967333493,1025,4,02503,压模机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:54.000,277493,2018-11-15 11:11:52.000,277493,2018-11-15 11:14:54.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025004,1967333493,1025,4,02504,甘油试色机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:56.000,277493,2018-11-15 11:12:10.000,277493,2018-11-15 11:14:56.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025005,1967333493,1025,4,02505,滴液机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:57.000,277493,2018-11-15 11:12:21.000,277493,2018-11-15 11:14:57.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025006,1967333493,1025,4,02506,泡料机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:59.000,277493,2018-11-15 11:12:36.000,277493,2018-11-15 11:14:59.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025007,0,1025,4,02507,小脱水机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-12-03 15:22:08.000,277493,2018-12-03 15:21:48.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1026,1869768225,1,4,026,开幅机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:41.000,277493,2018-11-15 11:13:06.000,277493,2018-11-15 11:14:41.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1027,1869768225,1,4,027,退卷机,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:43.000,277493,2018-11-15 11:13:22.000,277493,2018-11-15 11:14:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1028,1869768225,1,4,028,布车,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:44.000,277493,2018-11-15 11:14:08.000,277493,2018-11-15 11:14:44.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1029,1869768225,1,4,029,污水处理设备,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-15 11:14:46.000,277493,2018-11-15 11:14:23.000,277493,2018-11-15 11:14:46.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1030,1,1,4,030,烟处理设备,NULL,1,0,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,277493,2018-11-16 09:26:18.000,277493,2018-11-16 09:26:01.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
